"n","b","est_name","psi","lower","upper"
2000,1,"raking",0.256659388837826,0.20955673030004,0.303762047375612
2000,2,"raking",0.120755330407631,0.0714958614082314,0.170014799407031
2000,3,"raking",0.169044344410345,0.114158453789544,0.223930235031147
2000,4,"raking",0.147480462683164,0.099936480565216,0.195024444801112
2000,5,"raking",0.00326431051628642,NA,NA
2000,6,"raking",0.224361302860042,0.171087383637371,0.277635222082713
2000,7,"raking",0.176392568039964,0.133287951780975,0.219497184298954
2000,8,"raking",0.133594241623505,0.0832100740307733,0.183978409216236
2000,9,"raking",0.150438435457289,-0.0483852447225305,0.349262115637108
2000,10,"raking",0.19055593525654,0.127963789522452,0.253148080990628
2000,11,"raking",0.289671505385686,0.148401922847504,0.430941087923867
2000,12,"raking",0.0952621748209434,0.0500769286974829,0.140447420944404
2000,13,"raking",0.102126222894599,-0.0580035075924535,0.262255953381651
2000,14,"raking",0.201410305738055,0.135574588040607,0.267246023435504
2000,15,"raking",0.141414049610682,0.0756350746194035,0.20719302460196
2000,16,"raking",0.14477395484151,0.093407551537493,0.196140358145528
2000,17,"raking",0.17178355356164,0.110681499038167,0.232885608085114
2000,18,"raking",0.0090034790091848,-0.0553560992505382,0.0733630572689078
2000,19,"raking",0.75756551719718,NA,NA
2000,20,"raking",0.181727724796922,0.13640539860051,0.227050050993334
2000,21,"raking",0.130531604478498,0.0609386671513863,0.20012454180561
2000,22,"raking",0.272641417692594,0.174543157183131,0.370739678202058
2000,23,"raking",0.178118842015582,0.129201369028237,0.227036315002926
2000,24,"raking",0.559869785200144,-0.031117651685295,1.15085722208558
2000,25,"raking",0.229027551735756,0.150955528007796,0.307099575463715
2000,26,"raking",0.999999999999999,NA,NA
2000,27,"raking",0.204542424221669,0.159988640823612,0.249096207619726
2000,28,"raking",0.17608969752697,0.12496124740471,0.22721814764923
2000,29,"raking",0.150222969454634,0.0949644503627567,0.205481488546511
2000,30,"raking",0.220188522265637,0.172091904901154,0.268285139630121
2000,31,"raking",0.181766143668818,0.12937918379782,0.234153103539816
2000,32,"raking",0.186895642909673,0.136298343753322,0.237492942066025
2000,33,"raking",0.223254968542185,0.105516958034624,0.340992979049746
2000,34,"raking",0.0837558193676367,0.0302065445740565,0.137305094161217
2000,35,"raking",0.167366023314202,0.113228328920791,0.221503717707613
2000,36,"raking",0.153170038395081,0.0915672622400917,0.214772814550071
2000,37,"raking",0.159080061490168,0.0728309163372768,0.245329206643059
2000,38,"raking",0.214032301314318,0.162082665038248,0.265981937590388
2000,39,"raking",0.22114047822922,0.168585626394582,0.273695330063858
2000,40,"raking",0.11608602921889,0.0802667612733189,0.15190529716446
2000,41,"raking",0.146496154040517,0.103730092916504,0.189262215164531
2000,42,"raking",0.174133368061589,0.10499861199638,0.243268124126798
2000,43,"raking",0.24391659950869,0.183018677171858,0.304814521845522
2000,44,"raking",0.157011762491794,0.12132559649177,0.19269792849182
2000,45,"raking",0.205705295859929,0.103342822009374,0.308067769710484
2000,46,"raking",0.178321661027024,0.135600971228808,0.22104235082524
2000,47,"raking",0.213024263969906,0.15063351221053,0.275415015729282
2000,48,"raking",0.183080045958605,0.138733183469543,0.227426908447667
2000,49,"raking",0.113245020632585,0.0734042882549611,0.153085753010209
2000,50,"raking",0.240538157991261,0.16240498412613,0.318671331856393
2000,51,"raking",0.127011356027073,0.0484887003592634,0.205534011694883
2000,52,"raking",0.00682396650984793,0.000580025093871437,0.0130679079258244
2000,53,"raking",0.206867911410443,0.137005349607939,0.276730473212947
2000,54,"raking",0.177125024046655,0.0770624880592407,0.27718756003407
2000,55,"raking",0.122434721051992,0.0810129783256353,0.163856463778349
2000,56,"raking",0.15112602946764,0.107198928372568,0.195053130562712
2000,57,"raking",0.156159305187731,0.114967208367338,0.197351402008123
2000,58,"raking",0.198457069587783,0.145055670410541,0.251858468765024
2000,59,"raking",0.190050027005811,0.145324790653796,0.234775263357826
2000,60,"raking",0.180902615224266,0.134794338957726,0.227010891490806
2000,61,"raking",0.213936605307765,0.129217677242155,0.298655533373376
2000,62,"raking",0.149358609034454,0.107345016616649,0.191372201452259
2000,63,"raking",0.179816622478047,0.129119879735189,0.230513365220905
2000,64,"raking",0.0152717662714311,-0.0267095808467443,0.0572531133896065
2000,65,"raking",0.0447065780325431,0.032781551760254,0.0566316043048322
2000,66,"raking",0.923986554934081,0.809331255394257,1.0386418544739
2000,67,"raking",0.176786902569784,0.123263998100477,0.230309807039092
2000,68,"raking",0.0781868261251234,-0.0242271055898372,0.180600757840084
2000,69,"raking",0.0773025020127688,0.0151316206810312,0.139473383344506
2000,70,"raking",0.180364459164757,0.139484397794529,0.221244520534985
2000,71,"raking",0.161216930305274,0.116282093700611,0.206151766909937
2000,72,"raking",0.219724970808594,0.173175679352906,0.266274262264283
2000,73,"raking",0.197906830954385,0.136116381866216,0.259697280042554
2000,74,"raking",0.247605431641725,0.120172621642845,0.375038241640604
2000,75,"raking",0.248815721235845,0.186893692682377,0.310737749789314
2000,76,"raking",0.148462108093228,0.0961115573625393,0.200812658823917
2000,77,"raking",0.199107848061964,0.14054980526749,0.257665890856438
2000,78,"raking",0.187564496846901,0.081683636939313,0.293445356754489
2000,79,"raking",0.153417788375239,0.118851648830284,0.187983927920193
2000,80,"raking",0.232898924889346,0.153907635775638,0.311890214003053
2000,81,"raking",0.188157719857525,0.11634831034932,0.25996712936573
2000,82,"raking",0.143778876444377,-0.0549836851693742,0.342541438058128
2000,83,"raking",0.116393320518618,0.051201907869985,0.181584733167251
