"n","b","est_name","psi","lower","upper"
2000,1,"IPCW-TMLE",0.330906219262362,0.0647292669812403,0.597083171543483
2000,1,"IPCW-TMLE-target-Pi-Q-init",0.325668003158846,0.0569169233376883,0.594419082980004
2000,1,"IPCW-TMLE-target-Pi-Q-star",0.325668003158846,0.0569169233376886,0.594419082980004
2000,2,"IPCW-TMLE",0.475380421244106,0.239383844342502,0.71137699814571
2000,2,"IPCW-TMLE-target-Pi-Q-init",0.481426913627193,0.24141467488915,0.721439152365236
2000,2,"IPCW-TMLE-target-Pi-Q-star",0.481426913627193,0.24141467488915,0.721439152365236
2000,3,"IPCW-TMLE",0.369252498831233,0.165144691617168,0.573360306045298
2000,3,"IPCW-TMLE-target-Pi-Q-init",0.313867481946052,0.0740299158015265,0.553705048090578
2000,3,"IPCW-TMLE-target-Pi-Q-star",0.313867481946052,0.0740299158015263,0.553705048090578
2000,4,"IPCW-TMLE",0.398008765755287,0.179880963046395,0.616136568464178
2000,4,"IPCW-TMLE-target-Pi-Q-init",0.395089631947919,0.176927581762271,0.613251682133567
2000,4,"IPCW-TMLE-target-Pi-Q-star",0.395089631947919,0.176927581762271,0.613251682133567
2000,5,"IPCW-TMLE",0.191918027568638,-0.0774900251907676,0.461326080328043
2000,5,"IPCW-TMLE-target-Pi-Q-init",0.199630613356637,-0.069719659997862,0.468980886711135
2000,5,"IPCW-TMLE-target-Pi-Q-star",0.199630613356637,-0.069719659997862,0.468980886711135
2000,6,"IPCW-TMLE",0.286139366378784,0.101651138799736,0.470627593957833
2000,6,"IPCW-TMLE-target-Pi-Q-init",0.247054725543459,0.0456194658545972,0.448489985232322
2000,6,"IPCW-TMLE-target-Pi-Q-star",0.24705472554346,0.0456194658545973,0.448489985232322
2000,7,"IPCW-TMLE",0.308826063238685,0.0828069128560241,0.534845213621347
2000,7,"IPCW-TMLE-target-Pi-Q-init",0.328496656872034,0.103268532760793,0.553724780983275
2000,7,"IPCW-TMLE-target-Pi-Q-star",0.328496656872034,0.103268532760793,0.553724780983275
2000,8,"IPCW-TMLE",0.225359075094928,0.0138583883569456,0.43685976183291
2000,8,"IPCW-TMLE-target-Pi-Q-init",0.238920638959564,0.0238391258797727,0.454002152039356
2000,8,"IPCW-TMLE-target-Pi-Q-star",0.238920638959564,0.0238391258797728,0.454002152039356
2000,9,"IPCW-TMLE",0.495492637599583,0.259255927388642,0.731729347810523
2000,9,"IPCW-TMLE-target-Pi-Q-init",0.450397487376648,0.22171244002061,0.679082534732685
2000,9,"IPCW-TMLE-target-Pi-Q-star",0.450397487376648,0.22171244002061,0.679082534732685
2000,10,"IPCW-TMLE",0.245219633974229,0.034325776371781,0.456113491576677
2000,10,"IPCW-TMLE-target-Pi-Q-init",0.251678365327488,0.0414754483962572,0.461881282258719
2000,10,"IPCW-TMLE-target-Pi-Q-star",0.251678365327488,0.0414754483962574,0.461881282258719
