"n","b","est_name","psi","lower","upper"
500,1,"IPCW-TMLE",0.584572667188243,0.237091342148611,0.932053992227875
500,1,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.544598906803748,0.171285217257317,0.917912596350178
500,1,"A-IPCW-oracle-Q-g",0.553754198496382,0.21196726513881,0.804785876019391
500,2,"IPCW-TMLE",0.409835545852715,0.113545904456076,0.706125187249355
500,2,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.388675986535822,0.118372214242422,0.658979758829222
500,2,"A-IPCW-oracle-Q-g",0.395051999946587,0.132273549546719,0.588054449082826
500,3,"IPCW-TMLE",0.224715898506308,-0.0508759121243472,0.500307709136963
500,3,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.264445813870283,-0.0198658820169869,0.548757509757552
500,3,"A-IPCW-oracle-Q-g",0.265857580779348,0.00917795230792418,0.454380638370182
500,4,"IPCW-TMLE",0.289672070630799,0.000345872196673147,0.578998269064925
500,4,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.288825421860616,0.0254729018761421,0.55217794184509
500,4,"A-IPCW-oracle-Q-g",0.282573244200631,0.0187671958729997,0.476330431468873
500,5,"IPCW-TMLE",0.397449169822971,-0.0857230408665055,0.880621380512447
500,5,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.422345055700156,0.158830649712697,0.685859461687615
500,5,"A-IPCW-oracle-Q-g",0.405303146967255,0.14017681729707,0.600030039065836
500,6,"IPCW-TMLE",0.088176306426961,-0.395829237291293,0.572181850145215
500,6,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.169253306873272,-0.26029543388943,0.598802047635974
500,6,"A-IPCW-oracle-Q-g",0.0908189941135929,-0.344562195745178,0.410592688732482
500,7,"IPCW-TMLE",0.493904861145584,0.115162603560917,0.872647118730251
500,7,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.409307703239953,0.0154109636083072,0.803204442871598
500,7,"A-IPCW-oracle-Q-g",0.451966679849481,0.0731399000092342,0.730202951493157
500,8,"IPCW-TMLE",0.444208947789785,0.116867968235796,0.771549927343774
500,8,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.424830722403594,0.0802676082819236,0.769393836525265
500,8,"A-IPCW-oracle-Q-g",0.376035348464149,0.0216577905405229,0.636314440962418
500,9,"IPCW-TMLE",0.389891572908173,0.0491768407275104,0.730606305088836
500,9,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.415282373604871,0.123981243636717,0.706583503573024
500,9,"A-IPCW-oracle-Q-g",0.412248841656307,0.118178646389571,0.628234086329476
500,10,"IPCW-TMLE",0.12327299315508,-0.246526271257269,0.493072257567429
500,10,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.174203584197269,-0.130132791273432,0.47853995966797
500,10,"A-IPCW-oracle-Q-g",0.180366542754174,-0.169879533678438,0.437611192948998
500,11,"IPCW-TMLE",0.57044088123048,0.218071943358704,0.922809819102255
500,11,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.538780454325401,0.221559121767789,0.856001786883012
500,11,"A-IPCW-oracle-Q-g",0.533311254979224,0.229688582814884,0.756312491388967
500,12,"IPCW-TMLE",0.402736633550173,0.124370873055928,0.681102394044418
500,12,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.297580960487323,0.0422839750141218,0.552877945960525
500,12,"A-IPCW-oracle-Q-g",0.367149049280956,0.11765142820766,0.550397149905402
500,13,"IPCW-TMLE",0.42845301515267,0.170321600955395,0.686584429349944
500,13,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.431639083438068,0.157038422938471,0.706239743937665
500,13,"A-IPCW-oracle-Q-g",0.433008444850895,0.160945293246918,0.632830212957789
500,14,"IPCW-TMLE",0.502072774568355,0.218141900250611,0.786003648886098
500,14,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.402721656759551,0.138563028882257,0.666880284636844
500,14,"A-IPCW-oracle-Q-g",0.525849053061561,0.260653832514699,0.72062654332716
500,15,"IPCW-TMLE",0.502532636773596,0.198856321741391,0.806208951805802
500,15,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.455487655496665,0.164471108691162,0.746504202302167
500,15,"A-IPCW-oracle-Q-g",0.496917946434795,0.219783774506988,0.700464218360892
500,16,"IPCW-TMLE",0.572169263965539,0.181148176008599,0.963190351922479
500,16,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.507725945707871,-0.0182103690605533,1.03366226047629
500,16,"A-IPCW-oracle-Q-g",0.573934419086929,0.101384459222019,0.921007398071222
500,17,"IPCW-TMLE",-0.00826691449147876,-0.359013522727444,0.342479693744486
500,17,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.0720889730025607,-0.293637913306465,0.437815859311586
500,17,"A-IPCW-oracle-Q-g",0.00256435797343134,-0.382076225681365,0.28507068438491
500,18,"IPCW-TMLE",0.615258681407582,0.249170324631714,0.98134703818345
500,18,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.73987816711919,0.0810614303652222,1.39869490387316
500,18,"A-IPCW-oracle-Q-g",0.754154547598163,0.22419045836088,1.14339638619416
500,19,"IPCW-TMLE",0.61596031594604,0.27787035602647,0.954050275865609
500,19,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.622384998119215,0.338744059059382,0.906025937179048
500,19,"A-IPCW-oracle-Q-g",0.620414549706756,0.337179286978436,0.828441879592932
500,20,"IPCW-TMLE",0.165281529160833,-0.145698939985537,0.476261998307203
500,20,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.182098570737212,-0.209390520701486,0.573587662175909
500,20,"A-IPCW-oracle-Q-g",0.0180565178904091,-0.428351473368785,0.345929048898591
500,21,"IPCW-TMLE",0.480148866929489,0.200726895982802,0.759570837876176
500,21,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.450178915466876,0.137659040001805,0.762698790931946
500,21,"A-IPCW-oracle-Q-g",0.372190796698428,0.0617515715349883,0.600198575393093
500,22,"IPCW-TMLE",0.59102707587848,0.307775917550516,0.874278234206444
500,22,"IPCW-TMLE-imp-plugin-oracle-Q-g",0.510112471671302,0.226165359969812,0.794059583372793
500,22,"A-IPCW-oracle-Q-g",0.537607539049978,0.260749090646822,0.740951300779896
500,23,"IPCW-TMLE",0.651459366971604,0.359690859521001,0.943227874422207
