"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.00323537817371371,-0.0492007108397897,0.0556714671872171,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.000259483869502583,-0.0416715044726917,0.0411525367336866,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00170856476764229,-0.0421165375902558,0.0455336671255404,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.00711138971140328,-0.0460025164954316,0.031779737072625,1,500
"raking",-0.000257475499643704,-0.0358791593952575,0.0353642083959701,1,500
"ipcw-tmle",0.0209092390596315,-0.03796558587196,0.0797840639912231,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0218344240539887,-0.0225301180590454,0.0661989661670228,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0119178801769241,-0.0336177790133707,0.0574535393672188,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0229655689850555,-0.0205875749843238,0.0665187129544347,1,500
"raking",0.0123573911816255,-0.0231997098337879,0.0479144921970389,1,500
"ipcw-tmle",0.0105104689029959,-0.0349595790826444,0.0559805168886362,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.00237669632130199,-0.0366672837185742,0.0319138910759702,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00373972490705778,-0.040817161207089,0.0333377113929734,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.00404424408046112,-0.038269010304831,0.0301805221439087,1,500
"raking",0.00308332662513504,-0.0316248051466465,0.0377914583969166,1,500
"ipcw-tmle",0.0048784204766141,-0.0421277374678052,0.0518845784210334,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0032219092860294,-0.038529956348519,0.0449737749205778,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00775632633302921,-0.0344133689796683,0.0499260216457267,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.00180768127911734,-0.0397778244869906,0.0433931870452252,1,500
"raking",0.00817853538384007,-0.0303812853771247,0.0467383561448048,1,500
"ipcw-tmle",0.0122262148384105,-0.0247196327945643,0.0491720624713853,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0078113562307589,-0.0265755840372504,0.0421982964987682,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0102342106181764,-0.0246270007575633,0.0450954219939161,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.00729740020714939,-0.0251201091318065,0.0397149095461053,1,500
"raking",0.00482172829727146,-0.0213347687590359,0.0309782253535788,1,500
"ipcw-tmle",0.0175071651335774,-0.0354276030035677,0.0704419332707224,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.00692779075280112,-0.0346177654751141,0.0484733469807164,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00136243369858835,-0.0408690463752389,0.0435939137724156,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.00262548514619821,-0.0381228086264633,0.0433737789188597,1,500
"raking",-0.00331270719046882,-0.0473822056196145,0.0407567912386768,1,500
"ipcw-tmle",-0.00848875899124901,-0.0513111731487723,0.0343336551662742,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0171064003478474,-0.051637989144075,0.0174251884483802,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.0254587831406324,-0.0610271732416044,0.0101096069603396,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0163167567668236,-0.0505361858145284,0.0179026722808811,1,500
"raking",-0.0427035762292084,-0.0817390583699808,-0.00366809408843599,1,500
"ipcw-tmle",0.0363167758156946,-0.0362047787544854,0.108838330385875,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0154066019008188,-0.0275998534305048,0.0584130572321424,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0159822007121644,-0.0277707792423713,0.0597351806667001,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0187859895829243,-0.0249618655328795,0.0625338446987281,1,500
"raking",0.0107775184132046,-0.0288337215342083,0.0503887583606175,1,500
"ipcw-tmle",-0.0180315077631034,-0.0621797405223958,0.026116724996189,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0119375296404118,-0.0482276144104519,0.0243525551296282,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.0148175921863412,-0.0520284416272349,0.0223932572545525,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0178287708489599,-0.0540402484654814,0.0183827067675617,1,500
"raking",-0.0126677967275398,-0.0450375757374942,0.0197019822824146,1,500
"ipcw-tmle",-0.028010124678043,-0.0957320108261782,0.0397117614700923,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0265013347092809,-0.0676271388684583,0.0146244694498964,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00751253632622012,-0.05185053262097,0.0368254599685297,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0228406519171811,-0.0638554583797174,0.0181741545453553,1,500
"raking",-0.00584120111720632,-0.0442622452573286,0.032579843022916,1,500
"ipcw-tmle",0.0158127431228837,-0.0538707880230155,0.0854962742687828,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0148404842441144,-0.0223409024968974,0.0520218709851261,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0106453705592581,-0.0284215065014933,0.0497122476200095,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0106749420774779,-0.0269812714686896,0.0483311556236455,1,500
"raking",0.00325742041339428,-0.0398509100018328,0.0463657508286214,1,500
"ipcw-tmle",0.0129064896520667,-0.0713231376704448,0.0971361169745781,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0123078444094375,-0.0337690605453541,0.0583847493642291,1,500
