"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.00323537817371371,-0.0492007108397897,0.0556714671872171,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00348087566887307,-0.0394967931521541,0.0325350418144079,1,500
"raking",0.00104206876158129,-0.0342462754490978,0.0363304129722604,1,500
"ipcw-tmle",0.0550156090448951,0.00212375977636377,0.107907458313426,1,500
"ipcw-tmle-target-Pi-ver-0",0.0528773123267662,0.0131546851378125,0.09259993951572,1,500
"raking",0.03215032510779,-0.00690908758440393,0.0712097377999839,1,500
"ipcw-tmle",-0.011923243856425,-0.0593031939242222,0.0354567062113722,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00834976910563361,-0.0568698009401647,0.0401702627288975,1,500
"raking",-0.00701040107782723,-0.0481031022866959,0.0340823001310415,1,500
"ipcw-tmle",0.0264743017480313,-0.0244648232455961,0.0774134267416587,1,500
"ipcw-tmle-target-Pi-ver-0",0.0359754776312408,-0.0439742824509748,0.115925237713456,1,500
"raking",0.0354097058049076,-0.00170376321553994,0.0725231748253551,1,500
"ipcw-tmle",-0.00843137643328386,-0.0507146224182276,0.0338518695516599,1,500
"ipcw-tmle-target-Pi-ver-0",0.00396070153732733,-0.0293635772581352,0.0372849803327898,1,500
"raking",-0.006470788679756,-0.0491328161701646,0.0361912388106526,1,500
"ipcw-tmle",0.00704323782050816,-0.0473371976802596,0.0614236733212759,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0124269220561779,-0.0660061045696352,0.0411522604572793,1,500
"raking",-0.00104413221613249,-0.0395963143019339,0.0375080498696689,1,500
"ipcw-tmle",0.063753317733215,-0.0153370759081396,0.14284371137457,1,500
"ipcw-tmle-target-Pi-ver-0",0.0525050931075258,0.0111556252447012,0.0938545609703504,1,500
"raking",0.0148232858023932,-0.0309411405279101,0.0605877121326965,1,500
"ipcw-tmle",0.0913255095760799,0.0147067067545974,0.167944312397562,1,500
"ipcw-tmle-target-Pi-ver-0",0.0811812765959462,0.0236546092005085,0.138707943991384,1,500
"raking",0.0478459366005477,0.00825259947423122,0.0874392737268642,1,500
"ipcw-tmle",-0.0296222708764139,-0.0657927539872739,0.00654821223444619,1,500
"ipcw-tmle-target-Pi-ver-0",-0.015497826129487,-0.0593045091698993,0.0283088569109253,1,500
"raking",0.00277468244441994,-0.0357484351126213,0.0412978000014612,1,500
"ipcw-tmle",0.0343857620132536,-0.00851332243426514,0.0772848464607724,1,500
"ipcw-tmle-target-Pi-ver-0",0.0321459853035894,0.000376018175081066,0.0639159524320978,1,500
"raking",0.0340660715407733,-1.95360310214429e-05,0.0681516791125681,1,500
"ipcw-tmle",0.0329735612170617,-0.0217557341755936,0.087702856609717,1,500
"ipcw-tmle-target-Pi-ver-0",0.0276077015602911,-0.0117467283348804,0.0669621314554625,1,500
"raking",0.0163259352058257,-0.0124969228393831,0.0451487932510345,1,500
"ipcw-tmle",-0.00931197422452689,-0.0557377076305566,0.0371137591815028,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00152387058625553,-0.0454862605206264,0.0424385193481153,1,500
"raking",-0.00119192394841383,-0.0315253954326194,0.0291415475357918,1,500
"ipcw-tmle",-0.0188199343326708,-0.0669633465598634,0.0293234778945218,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0147767074990893,-0.062916104132004,0.0333626891338253,1,500
"raking",-0.0104312654629169,-0.0454380652407888,0.0245755343149549,1,500
"ipcw-tmle",0.011800848149117,-0.0464934941766827,0.0700951904749166,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0113209593633612,-0.0952088871551415,0.072566968428419,1,500
"raking",0.00197196284862145,-0.0382974784412695,0.0422414041385124,1,500
"ipcw-tmle",0.0622071219304696,-0.004316828912441,0.12873107277338,1,500
"ipcw-tmle-target-Pi-ver-0",0.0437428390033583,-0.01052901540628,0.0980146934129967,1,500
"raking",0.0334464686882868,-0.0104622970395673,0.0773552344161409,1,500
"ipcw-tmle",0.0852039064896066,0.0168363614936915,0.153571451485522,1,500
"ipcw-tmle-target-Pi-ver-0",0.0557811601240951,0.008294187742397,0.103268132505793,1,500
"raking",0.0359657630152337,-0.00679665402535709,0.0787281800558245,1,500
"ipcw-tmle",-0.0479733359949465,-0.113258785433125,0.0173121134432321,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0393268800457992,-0.0985622740808433,0.0199085139892449,1,500
"raking",-0.010347567593808,-0.0543558907254143,0.0336607555377984,1,500
"ipcw-tmle",0.0617280603595649,-0.00824633081484503,0.131702451533975,1,500
"ipcw-tmle-target-Pi-ver-0",0.0538032338636556,0.00451128812406483,0.103095179603246,1,500
"raking",0.0140061274130603,-0.0315624577837749,0.0595747126098954,1,500
"ipcw-tmle",-0.0156985188572119,-0.0667332726577824,0.0353362349433585,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0174020332569319,-0.0671853163083799,0.0323812497945161,1,500
"raking",-0.000457567316895514,-0.0367949814518062,0.0358798468180151,1,500
"ipcw-tmle",0.0187323876011858,-0.0337113915820916,0.0711761667844632,1,500
"ipcw-tmle-target-Pi-ver-0",0.0128233095694267,-0.0290030072581052,0.0546496263969586,1,500
"raking",0.0232882746590346,-0.0183460299459809,0.0649225792640501,1,500
"ipcw-tmle",0.026756066933795,-0.0359170940683127,0.0894292279359028,1,500
"ipcw-tmle-target-Pi-ver-0",0.0285221038264404,-0.0197709078233444,0.0768151154762252,1,500
"raking",0.0271568924060931,-0.0159125190105216,0.0702263038227078,1,500
"ipcw-tmle",0.049582960081838,0.00395825995315177,0.0952076602105243,1,500
"ipcw-tmle-target-Pi-ver-0",0.0395788442475707,0.0089858885540472,0.0701717999410942,1,500
"raking",0.0325731794281663,-0.00045391939637416,0.0656002782527068,1,500
"ipcw-tmle",0.0130239186839347,-0.0325043233054278,0.0585521606732973,1,500
"ipcw-tmle-target-Pi-ver-0",0.0179811132986811,-0.0184979313082771,0.0544601579056394,1,500
"raking",0.0112671778478872,-0.026090077521363,0.0486244332171375,1,500
"ipcw-tmle",0.0155951698255821,-0.03325794132184,0.0644482809730042,1,500
"ipcw-tmle-target-Pi-ver-0",0.0222540979414833,-0.0242123152989733,0.06872051118194,1,500
"raking",0.0303864541078567,-0.0123846686402566,0.0731575768559699,1,500
"ipcw-tmle",0.0534565084639008,-0.00866972792188408,0.115582744849686,1,500
"ipcw-tmle-target-Pi-ver-0",0.0504775031364342,0.00271280685776187,0.0982421994151065,1,500
"raking",0.0343364058646996,-0.00974364736818607,0.0784164590975853,1,500
"ipcw-tmle",-0.0162408092515747,-0.0632729299546368,0.0307913114514874,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00382249116555675,-0.0471561412881674,0.0395111589570539,1,500
"raking",-0.00806594143649817,-0.0478750940379706,0.0317432111649742,1,500
"ipcw-tmle",-0.0197543341588731,-0.0736988116367795,0.0341901433190333,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0317350465256553,-0.0913438588487933,0.0278737657974826,1,500
"raking",-0.0130816769927902,-0.0552054470615871,0.0290420930760066,1,500
"ipcw-tmle",0.0101914887158901,-0.0202269266020714,0.0406099040338517,1,500
"ipcw-tmle-target-Pi-ver-0",0.0241081719425735,-0.0112141584631793,0.0594305023483262,1,500
"raking",0.0251214612930367,-0.00981636317587056,0.060059285761944,1,500
"ipcw-tmle",0.00823324742687877,-0.0434279839934195,0.059894478847177,1,500
"ipcw-tmle-target-Pi-ver-0",0.000636645184264789,-0.0746210628363263,0.0758943532048558,1,500
"raking",0.00492317247253815,-0.0279039342096684,0.0377502791547447,1,500
"ipcw-tmle",0.0476965522480094,-0.00526941558769634,0.100662520083715,1,500
"ipcw-tmle-target-Pi-ver-0",0.0501371976620442,0.0111344439523192,0.0891399513717692,1,500
"raking",0.043109559711822,-0.00189502608586447,0.0881141455095084,1,500
"ipcw-tmle",-0.00306541573433308,-0.0475732457258012,0.041442414257135,1,500
"ipcw-tmle-target-Pi-ver-0",0.00696923361729873,-0.0333038074375236,0.0472422746721211,1,500
"raking",0.0245322357404831,-0.0142362300990942,0.0633007015800604,1,500
"ipcw-tmle",0.0252028317528492,-0.0259124409430731,0.0763181044487715,1,500
"ipcw-tmle-target-Pi-ver-0",0.0256934055580002,-0.0140757588608613,0.0654625699768618,1,500
"raking",0.0390998989756455,-0.000541273981130658,0.0787410719324216,1,500
"ipcw-tmle",-0.0119513475729717,-0.0717102139207458,0.0478075187748024,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00381700231959538,-0.0580256624030988,0.050391657763908,1,500
"raking",-0.000632362964866817,-0.0454825739139489,0.0442178479842152,1,500
"ipcw-tmle",0.0228681710043944,-0.0433289232654397,0.0890652652742285,1,500
"ipcw-tmle-target-Pi-ver-0",0.0213497235925042,-0.0345138700849105,0.077213317269919,1,500
"raking",0.0156051068564251,-0.0265276288970749,0.0577378426099252,1,500
"ipcw-tmle",0.0314783717802481,-0.0234334731439856,0.0863902167044817,1,500
"ipcw-tmle-target-Pi-ver-0",0.0402560301154254,-0.0303312078355589,0.11084326806641,1,500
"raking",0.0271286347257846,-0.0131270403944835,0.0673843098460527,1,500
"ipcw-tmle",0.0259766598929421,-0.015957996756073,0.0679113165419572,1,500
"ipcw-tmle-target-Pi-ver-0",0.0127451184188369,-0.0249524839765737,0.0504427208142475,1,500
"raking",0.00737837873188487,-0.0242688031689333,0.0390255606327031,1,500
"ipcw-tmle",0.0143842822998594,-0.0478875960090765,0.0766561606087953,1,500
"ipcw-tmle-target-Pi-ver-0",0.0199728781048788,-0.0272722939350763,0.0672180501448338,1,500
"raking",0.00686886795066629,-0.0390504492317252,0.0527881851330578,1,500
"ipcw-tmle",0.00188004973385979,-0.0495427087908909,0.0533028082586104,1,500
"ipcw-tmle-target-Pi-ver-0",0.0144742563976734,-0.100065371287908,0.129013884083255,1,500
"raking",0.0206014829393507,-0.0133172665706274,0.0545202324493289,1,500
"ipcw-tmle",0.0796378241519842,-0.0566289964448451,0.215904644748813,1,500
"ipcw-tmle-target-Pi-ver-0",0.021881532047845,-0.175097775678406,0.218860839774096,1,500
"raking",0.0259402480517319,-0.0445715344903711,0.096452030593835,1,500
"ipcw-tmle",-0.0222162528813663,-0.0611872189240005,0.0167547131612679,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00954297178949515,-0.0318812094532276,0.0127952658742373,1,500
"raking",-0.00093328448343033,-0.0278566896134513,0.0259901206465907,1,500
"ipcw-tmle",0.063382252554926,-0.00149243582445087,0.128256940934303,1,500
"ipcw-tmle-target-Pi-ver-0",0.0662774808304659,0.014248434125375,0.118306527535557,1,500
"raking",0.0607945418240428,0.0114416235462929,0.110147460101793,1,500
"ipcw-tmle",0.0229959292276275,-0.0409803600787527,0.0869722185340077,1,500
"ipcw-tmle-target-Pi-ver-0",0.0327776557378712,-0.0338034499650381,0.0993587614407805,1,500
"raking",0.0283785077010111,-0.0155631286050048,0.072320144007027,1,500
"ipcw-tmle",0.0727617501805515,-0.0453040876628171,0.19082758802392,1,500
"ipcw-tmle-target-Pi-ver-0",0.0330306051110463,-0.144355821084383,0.210417031306476,1,500
"raking",0.00432260334637269,-0.0409515179249341,0.0495967246176795,1,500
"ipcw-tmle",-0.000631379682998756,-0.0464231111804745,0.045160351814477,1,500
"ipcw-tmle-target-Pi-ver-0",-0.00688949548470901,-0.0469008802557479,0.0331218892863299,1,500
"raking",-0.00797078031638942,-0.038071782521806,0.0221302218890271,1,500
"ipcw-tmle",0.00764086816642573,-0.0349642235396127,0.0502459598724641,1,500
"ipcw-tmle-target-Pi-ver-0",0.0231349054003157,-0.0127746910258368,0.0590445018264683,1,500
"raking",0.0232698131072526,-0.0194380447664487,0.0659776709809539,1,500
"ipcw-tmle",-0.036107466876611,-0.0979303353394855,0.0257154015862635,1,500
"ipcw-tmle-target-Pi-ver-0",-0.0266634532437613,-0.0924051488149022,0.0390782423273796,1,500
"raking",0.00658059822094131,-0.0239604529599069,0.0371216494017895,1,500
"ipcw-tmle",0.0771409060764984,-0.00475390716537843,0.159035719318375,1,500
