"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.023918956511208,-0.0315000775766129,0.0793379905990289,1,500
"ipcw-tmle-target-Pi-ver-2",0.0397296872050389,-0.416482419896442,0.49594179430652,1,500
"raking",0.0557721474127334,-0.0306659943763478,0.142210289201815,1,500
"ipcw-tmle",-0.00740291284310771,-0.0640674437452884,0.049261618059073,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0200958395727828,-0.0779970052034701,0.0378053260579044,1,500
"raking",-0.0147416571690937,-0.057134523003067,0.0276512086648795,1,500
"ipcw-tmle",0.14456336201077,-0.0324265431006503,0.32155326712219,1,500
"ipcw-tmle-target-Pi-ver-2",0.104462206336387,-0.161154922999153,0.370079335671927,1,500
"raking",0.0376746094102695,-0.0138725742434299,0.089221793063969,1,500
"ipcw-tmle",-0.0232768868892388,-0.0840434982319567,0.037489724453479,1,500
"ipcw-tmle-target-Pi-ver-2",-0.00582928630911508,-0.0721401341287661,0.0604815615105359,1,500
"raking",0.027294430620344,-0.044610263167275,0.0991991244079629,1,500
"ipcw-tmle",0.0152100652202258,-0.0505162595669468,0.0809363900073984,1,500
"ipcw-tmle-target-Pi-ver-2",0.028523973964511,-0.0572068944649088,0.114254842393931,1,500
"raking",0.0488595996729607,-0.00966427838465268,0.107383477730574,1,500
"ipcw-tmle",0.00348492194937768,-0.0737823729551586,0.080752216853914,1,500
"ipcw-tmle-target-Pi-ver-2",0.0201210334946687,-0.129223310238846,0.169465377228183,1,500
"raking",0.0392342506233065,-0.0291749253266313,0.107643426573244,1,500
"ipcw-tmle",-0.0309600276948486,-0.0828178879899416,0.0208978326002445,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0155564370643245,-0.0851725009993423,0.0540596268706932,1,500
"raking",-0.00446844893882126,-0.0414266839610263,0.0324897860833838,1,500
"ipcw-tmle",0.00589534551828256,-0.0464589344154298,0.0582496254519949,1,500
"ipcw-tmle-target-Pi-ver-2",0.0250302554289639,-0.10719166833486,0.157252179192788,1,500
"raking",0.026434085409214,-0.0257052187801794,0.0785733895986074,1,500
"ipcw-tmle",0.0253429418215458,-0.0372282855354518,0.0879141691785433,1,500
"ipcw-tmle-target-Pi-ver-2",0.0461858735741939,-0.0834564899798848,0.175828237128273,1,500
"raking",0.0709942654683041,-0.020364866299478,0.162353397236086,1,500
"ipcw-tmle",-0.00935000735276984,-0.0580413764991354,0.0393413617935957,1,500
"ipcw-tmle-target-Pi-ver-2",0.0020783651071391,-0.0364774911686079,0.0406342213828861,1,500
"raking",0.00249509879436464,-0.030910593400027,0.0359007909887563,1,500
"ipcw-tmle",-0.0144363551323059,-0.0611272939265885,0.0322545836619768,1,500
"ipcw-tmle-target-Pi-ver-2",0.00933315869831427,-0.0563438183445425,0.075010135741171,1,500
"raking",0.0106379319465818,-0.0399751207361123,0.0612509846292759,1,500
"ipcw-tmle",-0.0135957088875343,-0.069064699774016,0.0418732819989475,1,500
"ipcw-tmle-target-Pi-ver-2",-0.000570361471307922,-0.128400641780246,0.12725991883763,1,500
"raking",-0.0111741055438644,-0.0618807089348129,0.039532497847084,1,500
"ipcw-tmle",-0.0930327134835665,-0.180898217699224,-0.00516720926790888,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0851847705385248,-0.425399199207522,0.255029658130472,1,500
"raking",-0.0426718849696831,-0.107081202609917,0.021737432670551,1,500
"ipcw-tmle",0.0265623290520151,-0.0297573682370028,0.082882026341033,1,500
"ipcw-tmle-target-Pi-ver-2",0.0411481834803512,-0.0180771648703282,0.100373531831031,1,500
"raking",0.038311409162021,-0.0232920219983029,0.0999148403223449,1,500
"ipcw-tmle",0.0431463944301066,-0.0644131287594589,0.150705917619672,1,500
"ipcw-tmle-target-Pi-ver-2",0.0310636077993198,-0.194712612950857,0.256839828549497,1,500
"raking",-0.00643023650529712,-0.050030406691534,0.0371699336809398,1,500
