"n","b","est","psi","lower","upper","mc_id"
500,1,"ipcw-tmle",0.0946101317623811,0.0114790263868548,0.177741237137907,1
500,1,"plugin-tmle",0.0715893134765125,-0.00901248578228278,0.152191112735308,1
500,2,"ipcw-tmle",0.124668722640747,0.0127871488298343,0.236550296451659,2
500,2,"plugin-tmle",0.105093314304667,-0.0372650655530991,0.247451694162433,2
500,3,"ipcw-tmle",0.0397626847199138,-0.077595505490819,0.157120874930647,3
500,3,"plugin-tmle",0.0641855324542348,-0.0489982133551407,0.17736927826361,3
500,4,"ipcw-tmle",-0.0193354082435143,-0.111463409382042,0.0727925928950135,4
500,4,"plugin-tmle",-0.00478993966446063,-0.089013075492687,0.0794331961637657,4
500,5,"ipcw-tmle",0.0684968662586722,-0.0294387700101739,0.166432502527518,5
500,5,"plugin-tmle",0.0695827420450537,-0.0265951062654266,0.165760590355534,5
500,6,"ipcw-tmle",0.0681128773195986,-0.0172675452208147,0.153493299860012,6
500,6,"plugin-tmle",0.0754726215937663,-0.00592123493909975,0.156866478126632,6
500,7,"ipcw-tmle",0.0580516276398865,-0.0651632023751234,0.181266457654896,7
500,7,"plugin-tmle",0.0592531500420932,-0.0726005476269743,0.191106847711161,7
500,8,"ipcw-tmle",-0.00620662834834527,-0.0839506286698184,0.0715373719731279,8
500,8,"plugin-tmle",0.0137939786268811,-0.058178463394106,0.0857664206478682,8
500,9,"ipcw-tmle",0.182121116090643,0.0115426818749833,0.352699550306303,9
500,9,"plugin-tmle",0.0789363011939872,-0.0900126105216651,0.247885212909639,9
500,10,"ipcw-tmle",0.0465733136208055,-0.0402632883739324,0.133409915615543,10
500,10,"plugin-tmle",0.0218844484103873,-0.0630838900768364,0.106852786897611,10
500,11,"ipcw-tmle",0.0283719517515517,-0.0532568731914312,0.110000776694535,11
500,11,"plugin-tmle",0.020109096469552,-0.0625487132763733,0.102766906215477,11
500,12,"ipcw-tmle",0.0403818220057222,-0.0442244672520871,0.124988111263532,12
500,12,"plugin-tmle",0.0440457836581169,-0.0387210394873403,0.126812606803574,12
500,13,"ipcw-tmle",-0.0448371654770289,-0.113886987050591,0.0242126560965333,13
500,13,"plugin-tmle",-0.0274678927658076,-0.0988617154955302,0.043925929963915,13
500,14,"ipcw-tmle",0.0192288160311364,-0.0567736347164128,0.0952312667786855,14
500,14,"plugin-tmle",0.0189859025962708,-0.0515850508580031,0.0895568560505447,14
500,15,"ipcw-tmle",0.0898180773072728,-0.0021968624342683,0.181833017048814,15
500,15,"plugin-tmle",0.0788663591513031,-0.0121127308905866,0.169845449193193,15
500,16,"ipcw-tmle",-0.0139784006009056,-0.132181818060157,0.104225016858346,16
500,16,"plugin-tmle",-0.0248016647996087,-0.128117773922109,0.0785144443228912,16
500,17,"ipcw-tmle",0.0467297123328681,-0.0370268149636886,0.130486239629425,17
500,17,"plugin-tmle",0.0445262435456998,-0.0431175428451146,0.132170029936514,17
500,18,"ipcw-tmle",-0.000533314142089777,-0.0680989548151988,0.0670323265310192,18
500,18,"plugin-tmle",0.00897538196605089,-0.0536798353718982,0.071630599304,18
