"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.00323537817371379,-0.0492007108397897,0.0556714671872173,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.000259483869503037,-0.0416715044726922,0.0411525367336861,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.000205010820791453,-0.0439254577878096,0.0435154361462267,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0148673191801909,-0.0494900119190969,0.0197553735587152,1,500
"raking",-0.00166371454120494,-0.0372262224244983,0.0338987933420885,1,500
"ipcw-tmle",0.0253874101601271,-0.0439430505113454,0.0947178708315996,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.023946208999846,-0.0188743913487186,0.0667668093484105,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0115326480007857,-0.0328755974942202,0.0559408934957916,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0173863741911823,-0.0136198551232835,0.048392603505648,1,500
"raking",0.0142967342757202,-0.0245778698357648,0.0531713383872052,1,500
"ipcw-tmle",-0.0663305511416642,-0.13992641626229,0.00726531397896184,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0301560025102203,-0.0695370669816577,0.00922506196121715,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.0150798076384484,-0.0561612881800911,0.0260016729031943,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.033881691933597,-0.0653640628946982,-0.00239932097249583,1,500
"raking",-0.0302226344746767,-0.0726506366069687,0.0122053676576154,1,500
"ipcw-tmle",-0.0144357762409907,-0.0695495058684476,0.0406779533864663,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0397870256622347,-0.0816646875569188,0.00209063623244948,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.0211256872034376,-0.0637013146333591,0.0214499402264839,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.000487764191123439,-0.0343089201167116,0.0333333917344647,1,500
"raking",-0.0360760464403155,-0.0743921101315405,0.00224001725090946,1,500
"ipcw-tmle",-0.0115728617447509,-0.0632838215049479,0.0401380980154461,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.00575723914287723,-0.0446697676384357,0.0331552893526812,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00318521291048887,-0.0428127681159619,0.0364423422949842,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0275198369426217,-0.0578605191677631,0.00282084528251983,1,500
"raking",-0.00799385955426394,-0.0423273980694246,0.0263396789608967,1,500
"ipcw-tmle",0.0357158010619719,-0.0135127635577551,0.0849443656816988,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0252335928668787,-0.0141158200039863,0.0645830057377436,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0187059302748049,-0.0206261142319779,0.0580379747815877,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0265443622183083,-0.00826864861738352,0.0613573730540001,1,500
"raking",0.0249533361913249,-0.0168386149123472,0.066745287294997,1,500
"ipcw-tmle",0.0282164547121754,-0.0184872782317902,0.0749201876561409,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0269117032533433,-0.0121068117102104,0.0659302182168971,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00935495991752048,-0.0337608730532095,0.0524707928882505,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.038569270668463,0.0051789113097932,0.0719596300271328,1,500
"raking",0.0237558666009982,-0.0137518150677129,0.0612635482697094,1,500
"ipcw-tmle",-0.0276896428874121,-0.11274635163618,0.0573670658613553,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0322843232639771,-0.0140780462707246,0.0786466927986788,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0140326895078068,-0.0348126133090737,0.0628779923246872,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0282525521525967,-0.00736997417101955,0.063875078476213,1,500
"raking",0.0361402722451762,-0.0144750956386565,0.0867556401290089,1,500
"ipcw-tmle",0.020247404560556,-0.0251037558703309,0.0655985649914429,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0185457049475449,-0.0195893751822302,0.0566807850773199,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00842481695794626,-0.031082332904443,0.0479319668203355,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0193303882144834,-0.0525198146228889,0.0138590381939221,1,500
"raking",0.0216242598398837,-0.0186674513991154,0.0619159710788829,1,500
"ipcw-tmle",0.0814459869316584,-0.0629288006229268,0.225820774486244,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0176171248607358,-0.0252134451615291,0.0604476948830008,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00840583404579831,-0.0693901054136397,0.052578437322043,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0568439013256674,0.0233266184712677,0.0903611841800672,1,500
"raking",0.0114746472042155,-0.0309777148138377,0.0539270092222688,1,500
"ipcw-tmle",0.0620613113638701,-0.00394947178776324,0.128072094515503,1,500
