"n","b","est","psi","lower","upper","mc_id"
500,176,"raking",0.0440260870001408,-0.0152632944349784,0.10331546843526,176
500,177,"raking",0.0757216673727206,-0.00152999882990051,0.152973333575342,177
500,178,"raking",0.116525056119263,0.0367797966414515,0.196270315597074,178
500,179,"raking",0.0214430715204312,-0.038781479869531,0.0816676229103935,179
500,180,"raking",0.0383447678982169,-0.0336253169693441,0.110314852765778,180
500,181,"raking",0.0565877324821546,-0.00671813758657111,0.11989360255088,181
500,182,"raking",0.0509492764773586,-0.0137273949996195,0.115625947954337,182
500,183,"raking",-0.0119931373376262,-0.0661034910743719,0.0421172163991194,183
500,184,"raking",-0.00861198882436735,-0.0633768918090253,0.0461529141602906,184
500,185,"raking",-0.0300503267518491,-0.0918876426090264,0.0317869891053282,185
500,186,"raking",0.0426862120320196,-0.0177957751744499,0.103168199238489,186
500,187,"raking",0.00742448918883043,-0.052255156856865,0.0671041352345258,187
500,188,"raking",0.0224375817181068,-0.0407156662227482,0.0855908296589619,188
500,189,"raking",0.0798682688583684,-0.000777130809012233,0.160513668525749,189
500,190,"raking",0.0318824488943658,-0.0224273138912032,0.0861922116799348,190
500,191,"raking",0.038955381014363,-0.0225095128789358,0.100420274907662,191
500,192,"raking",0.0373618413811898,-0.03017448097234,0.104898163734719,192
500,193,"raking",-0.0618705728440501,-0.120112067369872,-0.00362907831822842,193
500,194,"raking",0.021356383744622,-0.0392951063382185,0.0820078738274626,194
500,195,"raking",0.0247425001112678,-0.0352941122934491,0.0847791125159847,195
500,196,"raking",0.0802676824193351,0.0136520252454204,0.14688333959325,196
500,197,"raking",0.10189149129186,0.0202758856673385,0.183507096916382,197
500,198,"raking",0.0545556316898102,-0.0160666136727405,0.125177877052361,198
500,199,"raking",0.0227041650363022,-0.0446951705357208,0.0901035006083253,199
500,200,"raking",0.0777361850989758,0.00892269815574505,0.146549672042206,200
1000,1,"raking",0.0452196447834374,-0.00370395887002817,0.0941432484369029,1
1000,2,"raking",0.0618094413401285,0.0151598255872443,0.108459057093013,2
1000,3,"raking",0.0287594978915205,-0.0167110176793493,0.0742300134623903,3
1000,4,"raking",0.0474578165859597,0.000735364527700365,0.094180268644219,4
1000,5,"raking",0.0748049302193322,0.0239949053937245,0.12561495504494,5
1000,6,"raking",0.03455908379826,-0.0137156452972567,0.0828338128937768,6
1000,7,"raking",0.0328231108293512,-0.0116008667833026,0.0772470884420049,7
1000,8,"raking",0.0274020964447104,-0.0152563938558322,0.070060586745253,8
1000,9,"raking",0.0137629642488531,-0.0297007271067252,0.0572266556044313,9
1000,10,"raking",-0.0261187455401343,-0.0704081642029882,0.0181706731227195,10
1000,11,"raking",0.0293382297830711,-0.0178206163955827,0.076497075961725,11
1000,12,"raking",0.0493237649896887,0.00763900795319741,0.0910085220261799,12
1000,13,"raking",0.017096782484019,-0.0263764263246943,0.0605699912927323,13
1000,14,"raking",0.0377069629335088,-0.0079795019408196,0.0833934278078372,14
1000,15,"raking",0.031991297270525,-0.0139361750004116,0.0779187695414615,15
1000,16,"raking",0.0650812658283912,0.0214302348791654,0.108732296777617,16
1000,17,"raking",0.000327869529762541,-0.0437268247729596,0.0443825638324847,17
1000,18,"raking",0.0293459419366457,-0.0131374955920269,0.0718293794653182,18
1000,19,"raking",0.0795673316277219,0.0308012978933537,0.12833336536209,19
1000,20,"raking",0.038171480266013,-0.00724308885468303,0.083586049386709,20
1000,21,"raking",0.0457197254253986,-0.00158577806004755,0.0930252289108448,21
1000,22,"raking",0.0234582435019132,-0.0300779547195567,0.0769944417233831,22
1000,23,"raking",-4.73269436743789e-05,-0.0461941504470294,0.0460994965596806,23
1000,24,"raking",0.00987618035971915,-0.0292488254974115,0.0490011862168498,24
1000,25,"raking",0.0475570041578276,0.000519032250877162,0.0945949760647781,25
1000,26,"raking",0.032095523947071,-0.0138513702662994,0.0780424181604414,26
1000,27,"raking",0.0830260970180153,0.0353324744656064,0.130719719570424,27
1000,28,"raking",0.044285329051767,0.000284579466801799,0.0882860786367323,28
1000,29,"raking",0.0219931364817074,-0.0217444069379629,0.0657306799013777,29
1000,30,"raking",-0.00669463183865464,-0.049638535127311,0.0362492714500017,30
1000,31,"raking",-0.00399936171497955,-0.044282320014914,0.0362835965849549,31
1000,32,"raking",0.0569638946951237,0.0123877681217257,0.101540021268522,32
1000,33,"raking",0.0121501369316685,-0.0306064601542894,0.0549067340176263,33
1000,34,"raking",0.068901564152922,0.0204325686611906,0.117370559644653,34
1000,35,"raking",0.0264634498018313,-0.0224550648992835,0.0753819645029461,35
1000,36,"raking",0.0572421990691268,0.00713541719845533,0.107348980939798,36
1000,37,"raking",0.0380700319778246,-0.00234889950192828,0.0784889634575775,37
1000,38,"raking",0.100669076142411,0.0522547525657991,0.149083399719022,38
1000,39,"raking",0.0552955147188566,0.0113585506699098,0.0992324787678033,39
1000,40,"raking",0.0696624387051992,0.0229015817765242,0.116423295633874,40
1000,41,"raking",0.0332486238848948,-0.00973056772684602,0.0762278154966357,41
1000,42,"raking",0.0167915124337843,-0.0301451492636797,0.0637281741312483,42
1000,43,"raking",0.0651965800824879,0.0179231481836843,0.112470011981292,43
1000,44,"raking",0.0192560703186237,-0.0273899309622231,0.0659020715994704,44
1000,45,"raking",0.0517929442757186,0.000954257882358471,0.102631630669079,45
1000,46,"raking",0.0458677701205613,0.00314443278699542,0.0885911074541271,46
1000,47,"raking",0.0359931153311381,-0.00744825082917527,0.0794344814914515,47
1000,48,"raking",-0.00647931772127058,-0.0487047205208708,0.0357460850783296,48
1000,49,"raking",0.0427583912573482,-0.00680331666600432,0.0923200991807007,49
1000,50,"raking",0.0577009347820586,0.00578431159419766,0.109617557969919,50
1000,51,"raking",0.0171960167300451,-0.0304016139985283,0.0647936474586185,51
1000,52,"raking",0.0672265373318959,0.0130726160191591,0.121380458644633,52
1000,53,"raking",0.0535506530055882,0.00637788529440384,0.100723420716773,53
1000,54,"raking",0.0304418819079262,-0.0149851515394079,0.0758689153552603,54
1000,55,"raking",-0.0196170156628928,-0.0670547943594063,0.0278207630336206,55
1000,56,"raking",-0.000926752648851504,-0.0438633889337292,0.0420098836360261,56
1000,57,"raking",0.0603973055972697,0.015745171461552,0.105049439732987,57
1000,58,"raking",0.088321082148687,0.0389157423391203,0.137726421958254,58
1000,59,"raking",0.0391380998974047,-0.0132626517530965,0.0915388515479058,59
1000,60,"raking",0.0133195422492713,-0.0311973126520006,0.0578363971505431,60
1000,61,"raking",0.0586012661976079,0.0118012828061931,0.105401249589023,61
1000,62,"raking",0.0344083074279861,-0.00971861602858519,0.0785352308845573,62
1000,63,"raking",0.0639597799206948,0.0141060316761806,0.113813528165209,63
1000,64,"raking",0.05923963015445,0.0154370500671026,0.103042210241797,64
1000,65,"raking",0.0413270786386345,-0.0101250363190734,0.0927791935963424,65
1000,66,"raking",0.0336945811716154,-0.0100517632257471,0.0774409255689779,66
1000,67,"raking",0.0571702008908727,0.012818308393126,0.101522093388619,67
1000,68,"raking",0.0382744997693925,-0.00612034536451046,0.0826693449032955,68
1000,69,"raking",0.0583706917022149,0.00883317818479172,0.107908205219638,69
1000,70,"raking",0.0580341286495833,0.0142600215516001,0.101808235747566,70
1000,71,"raking",0.0121088049143152,-0.0310328144295852,0.0552504242582155,71
1000,72,"raking",0.00335263851875673,-0.03492379544245,0.0416290724799634,72
1000,73,"raking",0.0321275106181931,-0.0146975983969966,0.0789526196333827,73
1000,74,"raking",0.0330271940493299,-0.0120322483512032,0.0780866364498629,74
1000,75,"raking",0.017782712505224,-0.0270637461921871,0.062629171202635,75
1000,76,"raking",0.0325607562048924,-0.011654949471425,0.0767764618812099,76
1000,77,"raking",0.0327401126283278,-0.0121458201691502,0.0776260454258058,77
1000,78,"raking",-0.00268609627362642,-0.0491523689825141,0.0437801764352612,78
1000,79,"raking",0.0214811928391119,-0.0192501047633756,0.0622124904415993,79
1000,80,"raking",0.0384507525359449,-0.0120805066218743,0.088982011693764,80
1000,81,"raking",0.0674311562405005,0.0170978251447678,0.117764487336233,81
1000,82,"raking",0.0396009858026488,-0.00693062498590822,0.0861325965912058,82
1000,83,"raking",0.036676902716034,-0.00972650101051833,0.0830803064425864,83
1000,84,"raking",0.0448313946558921,-0.00495668836994671,0.0946194776817309,84
1000,85,"raking",0.0270912647182302,-0.0165199145677255,0.0707024440041859,85
1000,86,"raking",0.0744303755461696,0.0212966767671461,0.127564074325193,86
1000,87,"raking",0.00405785662176761,-0.0377573841590544,0.0458730974025896,87
1000,88,"raking",0.0394290032783283,-0.00606331039576057,0.0849213169524171,88
1000,89,"raking",0.00805163876011201,-0.0378834909224822,0.0539867684427062,89
1000,90,"raking",0.0785449177228087,0.0319500754558018,0.125139759989816,90
1000,91,"raking",-0.00143432885248935,-0.0450952525323812,0.0422265948274025,91
1000,92,"raking",0.0437834606107724,-0.00386766180754353,0.0914345830290883,92
1000,93,"raking",0.0296531504430178,-0.0126854397576809,0.0719917406437164,93
1000,94,"raking",0.0176692755390762,-0.0229162900934591,0.0582548411716116,94
1000,95,"raking",0.0335675257687284,-0.00976383568842906,0.0768988872258859,95
1000,96,"raking",0.0419461698562023,-0.00524300795370337,0.089135347666108,96
1000,97,"raking",0.0651970595090345,0.0174597253382952,0.112934393679774,97
1000,98,"raking",0.0276309783821281,-0.0179247720371608,0.0731867288014169,98
1000,99,"raking",0.0320621731436783,-0.0121452696057702,0.0762696158931268,99
1000,100,"raking",0.0437162044530899,-0.0033830373449415,0.0908154462511213,100
1000,101,"raking",0.0561817933960211,0.00588375149724979,0.106479835294792,101
1000,102,"raking",0.0675784156631484,0.0245085417174799,0.110648289608817,102
1000,103,"raking",0.0043917046459918,-0.0397787340479385,0.0485621433399221,103
1000,104,"raking",0.03764470633891,-0.0103666148196276,0.0856560274974476,104
1000,105,"raking",0.0344712000487271,-0.0102354848438832,0.0791778849413374,105
1000,106,"raking",0.0779334855589183,0.0285609369815116,0.127306034136325,106
1000,107,"raking",0.0127877350436378,-0.0323401234622924,0.0579155935495679,107
1000,108,"raking",0.0412622777268601,-0.0042938714838659,0.086818426937586,108
1000,109,"raking",0.0435209630032239,0.00167135765363434,0.0853705683528134,109
1000,110,"raking",0.0516026498880709,0.00193864294420321,0.101266656831939,110
1000,111,"raking",0.0520399966143145,0.00684368840389151,0.0972363048247375,111
1000,112,"raking",0.0205920690687437,-0.0185655646069361,0.0597497027444234,112
1000,113,"raking",0.0351492470710885,-0.00862523199989927,0.0789237261420764,113
1000,114,"raking",0.0646244098843512,0.0127826806114004,0.116466139157302,114
1000,115,"raking",0.0559454261055797,0.0058417312037775,0.106049121007382,115
1000,116,"raking",0.0367821965539225,-0.00806327289147366,0.0816276659993186,116
1000,117,"raking",0.0778854100407668,0.0252976278525346,0.130473192228999,117
1000,118,"raking",0.0614047602784768,0.0103495592698146,0.112459961287139,118
1000,119,"raking",0.0882900441982693,0.0403522307750971,0.136227857621442,119
1000,120,"raking",0.0672128192402329,0.0160582652215877,0.118367373258878,120
1000,121,"raking",0.0657449122414924,0.0170001024647298,0.114489722018255,121
1000,122,"raking",0.0261815559410258,-0.0156909250423028,0.0680540369243544,122
1000,123,"raking",0.0371259940355659,-0.00468139394656491,0.0789333820176967,123
1000,124,"raking",0.00355439722582056,-0.0388246218005607,0.0459334162522018,124
1000,125,"raking",0.0419125776136853,-0.00739766547522042,0.091222820702591,125
1000,126,"raking",0.0724413818105062,0.0216998199208774,0.123182943700135,126
1000,127,"raking",0.0291184799597406,-0.0133632029953169,0.0716001629147981,127
1000,128,"raking",0.0680833266782659,0.0235336894216699,0.112632963934862,128
1000,129,"raking",0.0298689798399875,-0.0144068025019098,0.0741447621818849,129
1000,130,"raking",0.0546665545910743,0.00125579363993372,0.108077315542215,130
1000,131,"raking",0.0550670259446155,0.0127231644213159,0.0974108874679152,131
1000,132,"raking",0.0238579001194556,-0.0207643417733837,0.0684801420122949,132
1000,133,"raking",0.0552795797750973,0.00561283523194318,0.104946324318251,133
1000,134,"raking",0.0590250903483525,0.013318660312091,0.104731520384614,134
1000,135,"raking",0.0210511214869344,-0.0177700336034874,0.0598722765773562,135
1000,136,"raking",0.0403202028810846,-0.00543305659286611,0.0860734623550353,136
1000,137,"raking",0.0579553129978358,0.00493488352387096,0.110975742471801,137
1000,138,"raking",0.0256553450601577,-0.0172240094380039,0.0685346995583192,138
1000,139,"raking",0.00335402724783301,-0.036647376179767,0.0433554306754331,139
1000,140,"raking",-0.00502869137399941,-0.0467703887526444,0.0367130060046456,140
1000,141,"raking",0.0199273218509162,-0.0237560487227435,0.0636106924245758,141
1000,142,"raking",0.0409141373839351,-0.00822236779943377,0.090050642567304,142
1000,143,"raking",0.0505282306429203,-0.00166293174616402,0.102719393032005,143
1000,144,"raking",0.0376739063496677,-0.00876563463872514,0.0841134473380606,144
1000,145,"raking",0.0637177233132556,0.0179023108329646,0.109533135793547,145
1000,146,"raking",0.0121867891724947,-0.031441024735722,0.0558146030807114,146
1000,147,"raking",0.0277857651935421,-0.0164150849513271,0.0719866153384113,147
1000,148,"raking",0.0298441399171975,-0.010950258519725,0.07063853835412,148
1000,149,"raking",0.0452078777913849,-0.00240480397669496,0.0928205595594647,149
1000,150,"raking",0.00541738775410271,-0.0375309300809432,0.0483657055891486,150
1000,151,"raking",0.0253978859601767,-0.0145346749464897,0.0653304468668432,151
1000,152,"raking",0.0612894528207363,0.0129239289733751,0.109654976668097,152
1000,153,"raking",0.0353493296607235,-0.0116970869237188,0.0823957462451658,153
1000,154,"raking",-0.00340207279879292,-0.0445204064319483,0.0377162608343624,154
1000,155,"raking",0.0623569409333497,0.0180132560612856,0.106700625805414,155
1000,156,"raking",-1.29110987040852e-06,-0.0386656184833118,0.038663036263571,156
1000,157,"raking",0.0415302697783579,-0.00920016280234926,0.092260702359065,157
1000,158,"raking",0.0700753080701445,0.0180196911830126,0.122130924957276,158
1000,159,"raking",0.069335195821803,0.021427175115849,0.117243216527757,159
1000,160,"raking",0.0725971595166829,0.0221837279425428,0.123010591090823,160
1000,161,"raking",0.0269628438175134,-0.0155089728422456,0.0694346604772724,161
1000,162,"raking",0.0348020079767447,-0.0152162978393645,0.0848203137928539,162
1000,163,"raking",-0.00976963397061039,-0.0487068379262885,0.0291675699850677,163
1000,164,"raking",0.0224259721312282,-0.021378257523689,0.0662302017861454,164
1000,165,"raking",0.0627977483213833,0.0114065433671807,0.114188953275586,165
1000,166,"raking",0.042239398738334,-0.0021835135351792,0.0866623110118472,166
1000,167,"raking",0.0598705100410769,0.0145040576240351,0.105236962458119,167
1000,168,"raking",0.0216811108153324,-0.0263064991371502,0.069668720767815,168
