"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.023918956511208,-0.0315000775766129,0.079337990599029,1,500
"ipcw-tmle-target-Pi-ver-2",0.0282834967978355,-0.309089463636175,0.365656457231846,1,500
"raking",0.0394980642072002,-0.0291301392106541,0.108126267625054,1,500
"ipcw-tmle",0.0270955964531739,-0.0197145573520701,0.0739057502584179,1,500
"ipcw-tmle-target-Pi-ver-2",0.0327530461708932,-0.0265592824086394,0.0920653747504258,1,500
"raking",0.0330412347844318,-0.00583552707607359,0.0719179966449372,1,500
"ipcw-tmle",-0.00131570057773182,-0.0447537227269052,0.0421223215714416,1,500
"ipcw-tmle-target-Pi-ver-2",0.00629896225296356,-0.0330880154237187,0.0456859399296458,1,500
"raking",0.0136184070043078,-0.0286689513323632,0.0559057653409788,1,500
"ipcw-tmle",0.044564313307115,-0.0557113950278096,0.14484002164204,1,500
"ipcw-tmle-target-Pi-ver-2",0.0810545295191288,-0.228828390325624,0.390937449363881,1,500
"raking",0.0538887420296604,-0.00501188043931708,0.112789364498638,1,500
"ipcw-tmle",0.0174072489911156,-0.0651654167496492,0.0999799147318803,1,500
"ipcw-tmle-target-Pi-ver-2",0.0339208626856106,-0.0661168777131735,0.133958603084395,1,500
"raking",0.0346511368060739,-0.0105234608494165,0.0798257344615644,1,500
"ipcw-tmle",-0.0376848002731028,-0.0867915388101792,0.0114219382639736,1,500
"ipcw-tmle-target-Pi-ver-2",0.00641214344071056,-0.0519177364532317,0.0647420233346528,1,500
"raking",-0.0126921534737842,-0.0660646484652113,0.0406803415176429,1,500
"ipcw-tmle",0.0772543180754872,-0.00821215478606645,0.162720790937041,1,500
"ipcw-tmle-target-Pi-ver-2",0.0538488180258629,-0.0193539900476167,0.127051626099342,1,500
"raking",0.0457115027688344,-0.0110471421707761,0.102470147708445,1,500
"ipcw-tmle",0.158694225025432,0.000505818807640057,0.316882631243224,1,500
"ipcw-tmle-target-Pi-ver-2",0.0771167350256269,0.00061535949564484,0.153618110555609,1,500
"raking",0.0520926648584992,-0.0101820410853038,0.114367370802302,1,500
"ipcw-tmle",0.0432867275627111,-0.0433196122688516,0.129893067394274,1,500
"ipcw-tmle-target-Pi-ver-2",0.0419460481508005,-0.140685625562551,0.224577721864152,1,500
"raking",0.0126165684565457,-0.034588739310367,0.0598218762234583,1,500
"ipcw-tmle",0.0311161028578302,-0.0152009806943449,0.0774331864100054,1,500
"ipcw-tmle-target-Pi-ver-2",0.04401205370199,-0.0147224741733225,0.102746581577302,1,500
"raking",0.063491243878695,0.0148235917728212,0.112158895984569,1,500
"ipcw-tmle",0.00872867505590804,-0.0632102864240807,0.0806676365358968,1,500
"ipcw-tmle-target-Pi-ver-2",0.0112443502185176,-0.0487085415783674,0.0711972420154025,1,500
"raking",-0.0103808583466275,-0.0577034588585178,0.0369417421652627,1,500
"ipcw-tmle",0.0146206352925228,-0.0331595514920034,0.062400822077049,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0141234238205,-0.100122620028307,0.0718757723873068,1,500
"raking",0.000811839402260952,-0.0342381983644845,0.0358618771690064,1,500
"ipcw-tmle",0.0335966153102814,-0.0417897715194776,0.10898300214004,1,500
"ipcw-tmle-target-Pi-ver-2",0.0424404648698655,-0.0278975011494183,0.112778430889149,1,500
"raking",0.0772578688965265,0.00915725397456207,0.145358483818491,1,500
"ipcw-tmle",0.0311455169197468,-0.0505772482353395,0.112868282074833,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0106256595700516,-0.0531785550533006,0.0319272359131974,1,500
"raking",-1.80988789018699e-05,-0.0426933483376118,0.0426571505798081,1,500
"ipcw-tmle",0.0612688595017082,-0.0318076418316361,0.154345360835052,1,500
"ipcw-tmle-target-Pi-ver-2",0.0549631958691751,-0.292500175410892,0.402426567149243,1,500
"raking",0.0437106483644442,-0.0239426952982136,0.111363992027102,1,500
"ipcw-tmle",-0.0598990842275024,-0.14166946723352,0.021871298778515,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0197245326299062,-0.119037018697931,0.0795879534381186,1,500
"raking",-0.0129512362510664,-0.0530114215564002,0.0271089490542674,1,500
"ipcw-tmle",0.0152802506637521,-0.0482257012915586,0.0787862026190627,1,500
"ipcw-tmle-target-Pi-ver-2",0.00192619530838856,-0.0444617842811043,0.0483141748978815,1,500
"raking",-0.0149989089610148,-0.0550584786297377,0.0250606607077082,1,500
"ipcw-tmle",-0.00968373122432137,-0.0542041080164271,0.0348366455677844,1,500
"ipcw-tmle-target-Pi-ver-2",-0.010634649442505,-0.0935768127713203,0.0723075138863102,1,500
"raking",0.0126311005152876,-0.0404721096165608,0.0657343106471359,1,500
"ipcw-tmle",0.00178643568913466,-0.0523511241745776,0.0559239955528469,1,500
"ipcw-tmle-target-Pi-ver-2",0.00549856385014542,-0.0482160744219932,0.0592132021222841,1,500
"raking",0.0169251246393753,-0.0209215679034513,0.0547718171822019,1,500
"ipcw-tmle",0.0515433747681123,-0.0167583228102148,0.119845072346439,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0105757080915507,-0.528460049195075,0.507308633011973,1,500
"raking",0.0213770891882192,-0.0346714893854138,0.0774256677618522,1,500
"ipcw-tmle",-0.0291253613298102,-0.105449161387337,0.0471984387277164,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0250351626908524,-0.157995239818072,0.107924914436368,1,500
"raking",-0.046323853487427,-0.0903573612122205,-0.00229034576263346,1,500
"ipcw-tmle",-0.0086617699099245,-0.0653207479759074,0.0479972081560584,1,500
"ipcw-tmle-target-Pi-ver-2",0.00092982868726927,-0.0657583503193052,0.0676180076938437,1,500
"raking",0.0620870167928091,-0.00340249288576,0.127576526471378,1,500
"ipcw-tmle",0.0198152289098418,-0.0205435100545353,0.0601739678742189,1,500
"ipcw-tmle-target-Pi-ver-2",0.0173068038022934,-0.0106236485793437,0.0452372561839305,1,500
"raking",0.00694649759478412,-0.0268096544683264,0.0407026496578946,1,500
"ipcw-tmle",-0.00892715272728245,-0.0555637486915991,0.0377094432370342,1,500
"ipcw-tmle-target-Pi-ver-2",-0.00104744907598421,-0.0421836241075241,0.0400887259555557,1,500
"raking",0.00552315804648521,-0.052997409570924,0.0640437256638944,1,500
"ipcw-tmle",-0.0246858002580298,-0.0764241449504526,0.027052544434393,1,500
"ipcw-tmle-target-Pi-ver-2",-0.0210952025547171,-0.0595350762994375,0.0173446711900033,1,500
"raking",-0.0154521664701572,-0.0558352900775563,0.024930957137242,1,500
"ipcw-tmle",0.0402888866143589,-0.0596638868191565,0.140241660047874,1,500
"ipcw-tmle-target-Pi-ver-2",0.0538674233553942,-0.177381497026789,0.285116343737577,1,500
"raking",0.047971138160758,-0.0256112260895005,0.121553502411016,1,500
"ipcw-tmle",0.0322869008775348,-0.052798439082719,0.117372240837789,1,500
"ipcw-tmle-target-Pi-ver-2",0.00341929524262707,-0.0773328681507162,0.0841714586359704,1,500
"raking",0.0304712387256322,-0.023975348453491,0.0849178259047553,1,500
