"n","b","est","psi","lower","upper","mc_id"
500,1,"ipcw-tmle",0.0946101317623811,0.0114790263868548,0.177741237137907,1
500,1,"plugin-tmle",0.0614741001640315,-0.019473082129146,0.142421282457209,1
500,2,"ipcw-tmle",-0.0083489446438302,-0.0769207685797163,0.060222879292056,2
500,2,"plugin-tmle",0.00460695827437588,-0.108518112241624,0.117732028790376,2
500,3,"ipcw-tmle",0.128401594524463,0.022759705077865,0.23404348397106,3
500,3,"plugin-tmle",0.166015341478288,0.0564079912665094,0.275622691690067,3
500,4,"ipcw-tmle",-0.00781305814223864,-0.0913190692200607,0.0756929529355834,4
500,4,"plugin-tmle",-0.0194402161170625,-0.106202129175117,0.0673216969409917,4
500,5,"ipcw-tmle",-0.00698618498074027,-0.0699389982976032,0.0559666283361226,5
500,5,"plugin-tmle",0.0159241111126372,-0.0501171654422529,0.0819653876675272,5
500,6,"ipcw-tmle",0.0165037143607234,-0.0467549916447992,0.079762420366246,6
500,6,"plugin-tmle",0.0447742319925295,-0.0223008372480036,0.111849301233063,6
500,7,"ipcw-tmle",0.0568792987483607,-0.0531230356571335,0.166881633153855,7
500,7,"plugin-tmle",0.0609660797996609,-0.068890732869228,0.19082289246855,7
500,8,"ipcw-tmle",0.0935763864614399,-0.0217925415440174,0.208945314466897,8
500,8,"plugin-tmle",0.115871138702563,-0.0599361411924681,0.291678418597594,8
500,9,"ipcw-tmle",0.0587810470034366,-0.0302441803973772,0.14780627440425,9
500,9,"plugin-tmle",0.0473610882578302,-0.0504381327294027,0.145160309245063,9
500,10,"ipcw-tmle",0.027001407805263,-0.0465004442643648,0.100503259874891,10
500,10,"plugin-tmle",-0.0117517535757401,-0.0899722202918131,0.0664687131403329,10
500,11,"ipcw-tmle",-0.0205302334563789,-0.0891357958529944,0.0480753289402366,11
500,11,"plugin-tmle",-0.0145717105550861,-0.101131961034289,0.0719885399241168,11
500,12,"ipcw-tmle",-0.0175853788912901,-0.0940239648443915,0.0588532070618112,12
500,12,"plugin-tmle",-0.0263491028012057,-0.122498394500414,0.0698001888980026,12
500,13,"ipcw-tmle",0.064604017685381,-0.0517965682435997,0.181004603614362,13
500,13,"plugin-tmle",0.0915388108609625,-0.0349468626933159,0.218024484415241,13
