"n","b","est","psi","lower","upper","mc_id"
500,1,"ipcw-tmle",0.0946101317623811,0.0114790263868548,0.177741237137907,1
500,1,"plugin-tmle",0.0573912355571323,-0.02415979296529,0.138942264079555,1
500,2,"ipcw-tmle",0.073467605779946,-0.0131080261513975,0.16004323771129,2
500,2,"plugin-tmle",0.0801335701807266,-0.0191322258631565,0.17939936622461,2
500,3,"ipcw-tmle",0.0393157157429906,-0.0300676139945335,0.108699045480515,3
500,3,"plugin-tmle",0.0415187192282372,-0.0251691487077555,0.10820658716423,3
500,4,"ipcw-tmle",0.123549883268762,0.0421951872587559,0.204904579278768,4
500,4,"plugin-tmle",0.131305099228163,0.0566089191925779,0.206001279263749,4
500,5,"ipcw-tmle",-0.0226248202102213,-0.0920714511364209,0.0468218107159783,5
500,5,"plugin-tmle",-0.0204647112374336,-0.0985758247364868,0.0576464022616195,5
500,6,"ipcw-tmle",0.100279906806434,0.0167933992803303,0.183766414332538,6
500,6,"plugin-tmle",0.121711938918825,0.00795349833411554,0.235470379503534,6
500,7,"ipcw-tmle",0.00803987250019374,-0.07214320668734,0.0882229516877274,7
500,7,"plugin-tmle",0.0450657857696374,-0.0378516034397698,0.127983174979045,7
500,8,"ipcw-tmle",0.014278581697805,-0.0706826237097497,0.0992397871053597,8
500,8,"plugin-tmle",0.036910432637712,-0.0805171817132732,0.154338046988697,8
500,9,"ipcw-tmle",0.0485257906574605,-0.0230266119233052,0.120078193238226,9
500,9,"plugin-tmle",0.0233467067961421,-0.0640632695677067,0.110756683159991,9
500,10,"ipcw-tmle",0.00212559293382696,-0.0582989755869008,0.0625501614545547,10
500,10,"plugin-tmle",0.0191537339139641,-0.0381239906284581,0.0764314584563864,10
500,11,"ipcw-tmle",0.0882005984735291,0.0123865542067253,0.164014642740333,11
500,11,"plugin-tmle",0.0887719971124962,0.0116499457801798,0.165894048444813,11
500,12,"ipcw-tmle",0.0864380609305503,0.00699431714173303,0.165881804719368,12
500,12,"plugin-tmle",0.0894859689703338,-0.0174316340883163,0.196403572028984,12
500,13,"ipcw-tmle",0.0281946116624819,-0.0403062582074462,0.09669548153241,13
500,13,"plugin-tmle",0.0301719370989221,-0.0393045596754244,0.0996484338732686,13
500,14,"ipcw-tmle",0.0807062862510696,-0.00715991459266711,0.168572487094806,14
500,14,"plugin-tmle",0.0539627222244361,-0.0259673309878993,0.133892775436771,14
500,15,"ipcw-tmle",-0.0150868204881446,-0.114603078284335,0.0844294373080459,15
500,15,"plugin-tmle",0.00424487148726284,-0.101962372279939,0.110452115254465,15
500,16,"ipcw-tmle",0.0583542799768309,-0.046291286905297,0.162999846858959,16
500,16,"plugin-tmle",0.0541477887764488,-0.0647779369209231,0.173073514473821,16
500,17,"ipcw-tmle",-0.0125882628111716,-0.0870874571334104,0.0619109315110672,17
500,17,"plugin-tmle",0.00749391340263983,-0.0670191691886394,0.0820069959939191,17
500,18,"ipcw-tmle",0.0239736897942127,-0.04499834455822,0.0929457241466454,18
500,18,"plugin-tmle",0.0166148291849398,-0.0552825308078951,0.0885121891777746,18
500,19,"ipcw-tmle",0.0260573679876607,-0.0555476021287273,0.107662338104049,19
500,19,"plugin-tmle",0.0473072314270672,-0.0340604089741235,0.128674871828258,19
500,20,"ipcw-tmle",-0.050314250314305,-0.148162316616353,0.0475338159877432,20
500,20,"plugin-tmle",-0.0339931294355856,-0.159533917280803,0.0915476584096317,20
500,21,"ipcw-tmle",0.101423473350947,0.00427439868876563,0.198572548013129,21
500,21,"plugin-tmle",0.0670814352751513,-0.0265664577033433,0.160729328253646,21
500,22,"ipcw-tmle",0.0433093052839077,-0.0182579292256196,0.104876539793435,22
500,22,"plugin-tmle",0.0697802442666483,0.00834701111099258,0.131213477422304,22
500,23,"ipcw-tmle",0.0534596765483185,-0.0563623241745112,0.163281677271148,23
500,23,"plugin-tmle",0.0598054102355513,-0.0605003650237044,0.180111185494807,23
500,24,"ipcw-tmle",-0.00340086447693491,-0.0755907561579053,0.0687890272040355,24
500,24,"plugin-tmle",-0.0018063009251253,-0.0776496570525003,0.0740370552022497,24
500,25,"ipcw-tmle",0.0360315873569346,-0.0569148318614744,0.128978006575344,25
500,25,"plugin-tmle",0.0343293203219561,-0.0498072920210455,0.118465932664958,25
500,26,"ipcw-tmle",0.0670823516222398,-0.0450226237910376,0.179187327035517,26
500,26,"plugin-tmle",0.079329107890767,-0.0289516642499495,0.187609880031483,26
500,27,"ipcw-tmle",0.0814977035930927,-0.0157782664512079,0.178773673637393,27
500,27,"plugin-tmle",0.0707697149615158,-0.0394916750791653,0.181031105002197,27
500,28,"ipcw-tmle",0.0961824039837815,0.00635060374404912,0.186014204223514,28
500,28,"plugin-tmle",0.0645416086494789,-0.0382331395548607,0.167316356853818,28
500,29,"ipcw-tmle",0.076110113725505,-0.0454256242245094,0.197645851675519,29
500,29,"plugin-tmle",0.113618023436058,0.0130134486479433,0.214222598224173,29
500,30,"ipcw-tmle",0.00319557770057796,-0.0760180628888609,0.0824092182900169,30
500,30,"plugin-tmle",-0.0215665595519039,-0.125473287646676,0.0823401685428684,30
500,31,"ipcw-tmle",0.0642521209809189,-0.0492444017682472,0.177748643730085,31
500,31,"plugin-tmle",0.121179258677476,-0.0351782999153318,0.277536817270283,31
500,32,"ipcw-tmle",0.0182425584720247,-0.0655300822660084,0.102015199210058,32
500,32,"plugin-tmle",0.0289030720138797,-0.0898270058077681,0.147633149835527,32
500,33,"ipcw-tmle",0.0527161680639511,-0.0292540618696979,0.1346863979976,33
500,33,"plugin-tmle",0.048980304221187,-0.0278803810340487,0.125840989476423,33
500,34,"ipcw-tmle",0.112931937243392,-0.0204332952514304,0.246297169738215,34
500,34,"plugin-tmle",0.0559697837391494,-0.0681068087685826,0.180046376246881,34
500,35,"ipcw-tmle",0.0497123910772761,-0.141295466423449,0.240720248578001,35
500,35,"plugin-tmle",-0.00034883852884958,-0.249674954734112,0.248977277676413,35
500,36,"ipcw-tmle",0.0571695970773898,-0.0692274716381634,0.183566665792943,36
500,36,"plugin-tmle",0.0505075450568215,-0.121512534399209,0.222527624512852,36
500,37,"ipcw-tmle",-0.0273984473807556,-0.10827351233791,0.0534766175763987,37
500,37,"plugin-tmle",-0.0334205079952884,-0.107929266395694,0.0410882504051177,37
500,38,"ipcw-tmle",-0.0111594726885923,-0.0767578464157873,0.0544389010386026,38
500,38,"plugin-tmle",-0.0079426305215661,-0.0718353764438667,0.0559501154007345,38
500,39,"ipcw-tmle",-0.0600293250242985,-0.167939062022682,0.0478804119740846,39
500,39,"plugin-tmle",-0.0525357517361687,-0.155826521217928,0.0507550177455908,39
500,40,"ipcw-tmle",0.113736534403066,0.0306613203464968,0.196811748459635,40
500,40,"plugin-tmle",0.119165796365627,0.0434523128482686,0.194879279882985,40
500,41,"ipcw-tmle",0.0950484217682272,-0.0815941141610544,0.271690957697509,41
500,41,"plugin-tmle",0.044468997309094,-0.3749022956381,0.463840290256288,41
500,42,"ipcw-tmle",-0.0224762374956613,-0.0960705039826288,0.0511180289913063,42
500,42,"plugin-tmle",-0.0352289837519037,-0.110268197444836,0.039810229941029,42
500,43,"ipcw-tmle",0.0972989032878902,0.0165939456770611,0.178003860898719,43
500,43,"plugin-tmle",0.0936538419200433,0.012905746291314,0.174401937548772,43
500,44,"ipcw-tmle",0.0509165727271726,-0.0363350162747188,0.138168161729064,44
500,44,"plugin-tmle",0.0435093322823793,-0.0412421883221788,0.128260852886938,44
500,45,"ipcw-tmle",0.0064383418797529,-0.0801835396656324,0.0930602234251382,45
500,45,"plugin-tmle",0.00261018205369587,-0.0809285314020449,0.0861488955094366,45
500,46,"ipcw-tmle",0.0734949258190429,-0.0191509306535711,0.166140782291657,46
500,46,"plugin-tmle",0.065552835026266,-0.0352788254242553,0.166384495476787,46
