"est","psi","lower","upper","mc_id","n"
"ipcw-tmle",0.00323537817371379,-0.0492007108397897,0.0556714671872173,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.000259483869503037,-0.0416715044726922,0.0411525367336861,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.000205010820791453,-0.0439254577878096,0.0435154361462267,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.00545829752793573,-0.044738934781732,0.0338223397258606,1,500
"raking",0.00149595484827876,-0.0336681899855435,0.036660099682101,1,500
"ipcw-tmle",0.0484154085634772,-0.0169948468121959,0.11382566393915,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0490196321690388,-0.00390053351332543,0.101939797851403,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0270464518071837,-0.0283973684706034,0.0824902720849709,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0477251547775185,-0.00534402636969857,0.100794335924736,1,500
"raking",0.0422687281814901,-0.00711552538556074,0.0916529817485409,1,500
"ipcw-tmle",0.0246514107373231,-0.044264614872474,0.0935674363471203,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.00716817263972277,-0.0532665921770431,0.0389302468975975,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00120563202723496,-0.0481119657661796,0.0457007017117097,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.00618241583364223,-0.0522096215384038,0.0398447898711194,1,500
"raking",-0.00914666475371863,-0.0501762860598953,0.031882956552458,1,500
"ipcw-tmle",-0.0465575793890198,-0.114232608409532,0.0211174496314923,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0160714561744367,-0.058007669883232,0.0258647575343585,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00939909986135873,-0.0508333666783665,0.032035166955649,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.0215383652934056,-0.063003036281804,0.0199263056949929,1,500
"raking",-0.0194571206566712,-0.0640279793260089,0.0251137380126666,1,500
"ipcw-tmle",0.0106139142600074,-0.0437149288683715,0.0649427573883863,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0110685189340821,-0.0312205198542761,0.0533575577224402,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00322078783188199,-0.0402012198834556,0.0466427955472196,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0141254367915593,-0.0280787359069254,0.056329609490044,1,500
"raking",0.00730216134411336,-0.0277523636704619,0.0423566863586887,1,500
"ipcw-tmle",-0.0416563798449734,-0.100209713392467,0.01689695370252,1,500
"ipcw-tmle-plugin-DFullReg-SL",-0.0104111622631747,-0.0507839589553739,0.0299616344290246,1,500
"ipcw-tmle-plugin-DFullReg-MI",-0.00609328804590548,-0.0496012241920688,0.0374146481002578,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",-0.017372482742309,-0.0573055250516208,0.0225605595670027,1,500
"raking",-0.00488115871743361,-0.0441430695753396,0.0343807521404724,1,500
"ipcw-tmle",0.0194606643162059,-0.0287237656673811,0.067645094299793,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.030126394866633,-0.00667763413517096,0.0669304238684369,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.0146608091922221,-0.0218188472034967,0.0511404655879409,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0317128455559355,-0.0041616066280324,0.0675872977399035,1,500
"raking",0.0309281798440223,-0.0083605918672684,0.0702169515553131,1,500
"ipcw-tmle",0.0062620390417124,-0.037920241602959,0.0504443196863837,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.00749049031519012,-0.0306026873969859,0.0455836680273661,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.000683948556357326,-0.0384829717045259,0.0398508688172405,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.00353518808368575,-0.0331559999706852,0.0402263761380567,1,500
"raking",0.00500348565487528,-0.0309223829752858,0.0409293542850363,1,500
"ipcw-tmle",0.0492450734955723,-0.0335053153968113,0.131995462387956,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0117783951968322,-0.0273492474930153,0.0509060378866797,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00257066852833023,-0.0366005756071572,0.0417419126638176,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0128502614591166,-0.0255472562246599,0.0512477791428931,1,500
"raking",0.00900636985200562,-0.0292494043837652,0.0472621440877765,1,500
"ipcw-tmle",0.0380170575487645,-0.0293718759014023,0.105405990998931,1,500
"ipcw-tmle-plugin-DFullReg-SL",0.0132408024522106,-0.0312798265235051,0.0577614314279264,1,500
"ipcw-tmle-plugin-DFullReg-MI",0.00815672796734799,-0.0358706166917454,0.0521840726264414,1,500
"ipcw-tmle-plugin-DFullReg-MI-direct",0.0194838402803842,-0.0246691859776006,0.063636866538369,1,500
"raking",0.0105786519150753,-0.028157558384187,0.0493148622143376,1,500
"ipcw-tmle",0.0472465200290243,-0.0756706312232675,0.170163671281316,1,500
