"n","b","est_name","psi","lower","upper"
500,1,"IPCW-TMLE",0.584572667188243,0.237091342148611,0.932053992227875
500,1,"target-DFullNCReg-SL",0.620045758980334,0.398285765548422,0.841805752412245
500,1,"target-DFullNCReg-MI",0.506611100310549,0.273750782830364,0.739471417790734
500,1,"target-DFullNCReg-MI-direct",0.501155819277241,0.284295601329819,0.718016037224664
500,2,"IPCW-TMLE",-0.0515511813468836,-0.433441761931961,0.330339399238193
500,2,"target-DFullNCReg-SL",-0.236343857649861,-0.563266481180576,0.0905787658808544
500,2,"target-DFullNCReg-MI",-0.114902721965727,-0.457183836345247,0.227378392413792
500,2,"target-DFullNCReg-MI-direct",-0.206495599732231,-0.523529117958008,0.110537918493545
500,3,"IPCW-TMLE",0.66711892221737,0.387256255585786,0.946981588848954
500,3,"target-DFullNCReg-SL",0.552983319371658,0.359326119555421,0.746640519187896
500,3,"target-DFullNCReg-MI",0.540362510592989,0.341237281226662,0.739487739959315
500,3,"target-DFullNCReg-MI-direct",0.567403534461141,0.376857336477166,0.757949732445116
500,4,"IPCW-TMLE",0.504130257131915,0.173312945322946,0.834947568940883
500,4,"target-DFullNCReg-SL",0.474898542206924,0.23920364534943,0.710593439064418
500,4,"target-DFullNCReg-MI",0.365677583597969,0.106533998209368,0.62482116898657
500,4,"target-DFullNCReg-MI-direct",0.50650117664919,0.276926011650888,0.736076341647492
500,5,"IPCW-TMLE",0.406962560034876,0.0581139678950414,0.755811152174711
500,5,"target-DFullNCReg-SL",0.552270568929583,0.331404468427284,0.773136669431883
500,5,"target-DFullNCReg-MI",0.517715840329809,0.319328709635971,0.716102971023646
500,5,"target-DFullNCReg-MI-direct",0.508578479309423,0.292738923898841,0.724418034720004
500,6,"IPCW-TMLE",0.451284629400048,-0.0580639472216744,0.96063320602177
500,6,"target-DFullNCReg-SL",0.376101375152324,0.044542616130085,0.707660134174563
500,6,"target-DFullNCReg-MI",0.498787361804366,0.100999902894711,0.896574820714021
500,6,"target-DFullNCReg-MI-direct",0.461240481474745,0.150092382775672,0.772388580173818
500,7,"IPCW-TMLE",0.449182890599209,0.150411436773887,0.747954344424532
500,7,"target-DFullNCReg-SL",0.51189779902761,0.291868335194439,0.731927262860781
500,7,"target-DFullNCReg-MI",0.48483095865089,0.264262429494514,0.705399487807266
500,7,"target-DFullNCReg-MI-direct",0.508150505489029,0.302386203772641,0.713914807205418
500,8,"IPCW-TMLE",0.578559868788005,0.272961860464077,0.884157877111933
500,8,"target-DFullNCReg-SL",0.534473209175316,0.300974109183981,0.76797230916665
500,8,"target-DFullNCReg-MI",0.578933338401475,0.364015723652334,0.793850953150616
500,8,"target-DFullNCReg-MI-direct",0.508644771995721,0.277487114088178,0.739802429903264
500,9,"IPCW-TMLE",0.590816686043799,0.310360112947505,0.871273259140093
500,9,"target-DFullNCReg-SL",0.542255034921612,0.340282857914765,0.74422721192846
500,9,"target-DFullNCReg-MI",0.567922196620663,0.370674315973767,0.765170077267559
500,9,"target-DFullNCReg-MI-direct",0.51683585470105,0.318434351706103,0.715237357695998
500,10,"IPCW-TMLE",0.514148042881367,0.191506380758973,0.83678970500376
500,10,"target-DFullNCReg-SL",0.511386729676255,0.278647609516749,0.744125849835762
500,10,"target-DFullNCReg-MI",0.51645543392886,0.28524363520875,0.74766723264897
500,10,"target-DFullNCReg-MI-direct",0.508130829407162,0.27809962349981,0.738162035314513
500,11,"IPCW-TMLE",0.183094339927803,-0.0948415551842448,0.46103023503985
500,11,"target-DFullNCReg-SL",0.187410267444326,-0.0139594794106665,0.388780014299318
500,11,"target-DFullNCReg-MI",0.227909251466638,-0.00761777359709298,0.463436276530369
500,11,"target-DFullNCReg-MI-direct",0.160624072264929,-0.039824363105981,0.361072507635839
500,12,"IPCW-TMLE",0.16263027606834,-0.132197135147971,0.45745768728465
500,12,"target-DFullNCReg-SL",0.154371465510085,-0.0536866604719589,0.362429591492129
500,12,"target-DFullNCReg-MI",0.235221447177215,0.0147651347925906,0.455677759561839
500,12,"target-DFullNCReg-MI-direct",0.133420636716357,-0.0736684876953597,0.340509761128074
500,13,"IPCW-TMLE",0.430675844331291,-0.0333122657968323,0.894663954459415
500,13,"target-DFullNCReg-SL",0.532214120353548,-0.0515483960667816,1.11597663677388
500,13,"target-DFullNCReg-MI",0.434279982961778,0.010664108278046,0.857895857645509
500,13,"target-DFullNCReg-MI-direct",0.513441306615334,-0.0703579615693994,1.09724057480007
500,14,"IPCW-TMLE",0.490653081753514,0.205462202649003,0.775843960858025
500,14,"target-DFullNCReg-SL",0.410197760570441,0.216570524927734,0.603824996213148
500,14,"target-DFullNCReg-MI",0.371248728202028,0.172241023857222,0.570256432546834
500,14,"target-DFullNCReg-MI-direct",0.400422383156265,0.208108995649324,0.592735770663207
500,15,"IPCW-TMLE",0.437443421234972,0.0260515404049675,0.848835302064976
500,15,"target-DFullNCReg-SL",0.323649997904076,-0.172969679497231,0.820269675305382
500,15,"target-DFullNCReg-MI",0.405622229529739,0.0381396567557956,0.773104802303683
500,15,"target-DFullNCReg-MI-direct",0.447216852424525,0.142940050819037,0.751493654030013
500,16,"IPCW-TMLE",0.541799465890228,0.196029513697794,0.887569418082663
500,16,"target-DFullNCReg-SL",0.574354193294505,0.193590572240695,0.955117814348315
500,16,"target-DFullNCReg-MI",0.477617588568214,0.206326125190208,0.74890905194622
500,16,"target-DFullNCReg-MI-direct",0.561179417219602,0.175892503822163,0.94646633061704
500,17,"IPCW-TMLE",0.452958865619083,0.10031811656798,0.805599614670185
500,17,"target-DFullNCReg-SL",0.370373724331939,0.123668370742996,0.617079077920882
500,17,"target-DFullNCReg-MI",0.384566896595407,0.124667133366835,0.64446665982398
500,17,"target-DFullNCReg-MI-direct",0.373977441469554,0.136874699367087,0.61108018357202
500,18,"IPCW-TMLE",0.43812396400208,0.168595489057089,0.70765243894707
500,18,"target-DFullNCReg-SL",0.440428421438618,0.2402330097947,0.640623833082537
500,18,"target-DFullNCReg-MI",0.426542101967137,0.215746720089026,0.637337483845247
500,18,"target-DFullNCReg-MI-direct",0.381542957115442,0.184112407354708,0.578973506876175
500,19,"IPCW-TMLE",0.39258479313496,0.0922410233464583,0.692928562923462
500,19,"target-DFullNCReg-SL",0.501879382445237,0.289758453694845,0.71400031119563
500,19,"target-DFullNCReg-MI",0.500222101226689,0.300211418071676,0.700232784381701
500,19,"target-DFullNCReg-MI-direct",0.495939988491875,0.29246611151577,0.69941386546798
500,20,"IPCW-TMLE",0.384189749012232,0.146029252455953,0.622350245568512
500,20,"target-DFullNCReg-SL",0.348419320508422,0.171965730336764,0.52487291068008
500,20,"target-DFullNCReg-MI",0.33471009222012,0.173176958472904,0.496243225967335
500,20,"target-DFullNCReg-MI-direct",0.367056792734527,0.195842254471957,0.538271330997097
